0.0 -3.7869210003407626e-17 -2.754124363884191e-17 8.95090418262362e-17 8.262373091652572e-17 -4.131186545826286e-17 
0.001 -0.25461126768034875 -0.27702998247176264 -0.2463637427344728 -0.11381361827666812 -0.2638679996930027 
0.002 -0.4999727582024383 -0.5969361051990328 -0.483015029239133 -0.22280820956610004 -0.49980972840188753 
0.003 -0.6972177842624933 -0.8790270502191035 -0.7332712322069612 -0.31904920138965037 -0.7288415943719735 
0.004 -0.8704934312420589 -1.1300178900960807 -0.9889731186440263 -0.38162850776170365 -0.9231910025839831 
0.005 -1.0698273156152651 -1.407228151723979 -1.2509623646652663 -0.5130607707342901 -1.1183715719285303 
0.006 -1.2533936425327572 -1.6456930681527504 -1.4409218280810676 -0.5748095791670261 -1.2915450663412125 
0.007 -1.4713419687135532 -1.8722918560216195 -1.618949296719406 -0.6781878583000737 -1.4826040537117156 
0.008 -1.706136027294203 -2.105876153683372 -1.802702941681102 -0.8033763870780166 -1.7257746161162084 
0.009000000000000001 -1.7796334307154553 -2.301762680695581 -2.0020254346706268 -0.8608328234300779 -1.9254780752568437 
0.01 -1.9089928881425495 -2.4898313705793385 -2.1599704282419405 -0.9306505069705515 -2.018108367537894 
0.011 -2.0393575544689977 -2.6934461051903784 -2.2431724459865983 -0.9871924420926579 -2.0981548713369382 
0.012 -2.175460497190331 -2.8620339766656304 -2.398280880916254 -1.0397028318084862 -2.1733385006480805 
0.013000000000000001 -2.2468873634840056 -3.058292808877604 -2.5019366634458833 -1.1425768161114929 -2.2446627815526727 
0.014 -2.348433634260529 -3.1887127896865204 -2.6443831657581973 -1.1065565248836835 -2.360641678462817 
0.015 -2.429325116564163 -3.325736715590892 -2.7459137963735363 -1.1140162748688087 -2.4419061186726267 
0.016 -2.506815055783135 -3.501611973579652 -2.8809198120903443 -1.1475052868827498 -2.540419815314433 
0.017 -2.590558861113358 -3.606982211061333 -2.919479767341957 -1.1596524501794614 -2.601465912572145 
0.018000000000000002 -2.6394523524573086 -3.6635834628672344 -2.9464257786415873 -1.1819527727628891 -2.72657795115195 
0.019 -2.685725749665585 -3.6822621197428758 -2.9437758571759973 -1.1741712869359848 -2.8182951050737404 
0.02 -2.757631699013272 -3.77108843968934 -3.0129017013534765 -1.1261572681869196 -2.8315458137589617 
0.021 -2.7522849728362417 -3.870670054923966 -3.0400813621809513 -1.1562980166107082 -2.850433332259943 
0.022 -2.7717670699727455 -3.8840902281814906 -3.0415272987026634 -1.1483397987773818 -2.896878335646391 
0.023 -2.778149426663748 -3.9060159055739763 -3.0868058016474187 -1.1405836112110461 -2.9532745848296496 
