0.0 -4.8197176367973343e-17 3.4426554548552387e-18 1.0327966364565716e-16 2.3410057093015624e-16 -8.262373091652572e-17 
0.001 -0.24755503631229195 -0.3515392377582917 -0.26339705224518406 -0.3091660237036902 -0.19414419824571943 
0.002 -0.414912863546247 -0.7103213341833573 -0.48215363723692906 -0.6854413026087524 -0.3912505492503703 
0.003 -0.6041448351524685 -0.9793936461521341 -0.672457475379025 -1.012682767354885 -0.6132200308879415 
0.004 -0.7773122416946907 -1.2533872137695372 -0.9038501187798922 -1.3293020811144023 -0.8424267069191105 
0.005 -0.9683259098301942 -1.5557417432815543 -1.061643225190263 -1.6768821943841599 -0.9920150153332093 
0.006 -1.1178698713152302 -1.7959448755702974 -1.2518621586937853 -1.928426145836476 -1.1406874192019905 
0.007 -1.2634800258402694 -2.0203704152269113 -1.392542710669058 -2.1964374727182916 -1.3035113320334022 
0.008 -1.41727153163941 -2.2996768379781365 -1.5460914615449592 -2.447096103172153 -1.448916247107074 
0.009000000000000001 -1.6156125496507912 -2.558635047470149 -1.6719513551618297 -2.7909421645571966 -1.5417424701955578 
0.01 -1.6976249234463034 -2.771518060399745 -1.8263367730116535 -3.0483294096498934 -1.6256905751553161 
0.011 -1.7769755186779164 -2.9579457466064807 -1.9561759787062694 -3.2934958054661343 -1.7340413584685876 
0.012 -1.876600618672094 -3.0822140908827946 -2.0931963174700314 -3.4839409125202785 -1.9001136722236227 
0.013000000000000001 -1.9928370381551672 -3.1972329562630377 -2.1961673342737202 -3.666831024751333 -2.0145560204163377 
0.014 -2.0822222475064542 -3.3646828183330655 -2.2629321862290945 -3.8137889768402746 -2.117821070695864 
0.015 -2.176524327148077 -3.498353850480722 -2.401601031277331 -3.928819914084435 -2.1728280754835962 
0.016 -2.303417855913839 -3.5541428475609655 -2.4838295536568307 -4.116754869077678 -2.2209099576686016 
0.017 -2.380713370959886 -3.656273453406651 -2.5347643183267916 -4.241450690509034 -2.346696951024126 
0.018000000000000002 -2.40385223908644 -3.7088763734086325 -2.5596729394787383 -4.336577290654889 -2.3830854738234692 
