10 0.0144778
15 0.0335444
20 0.0576719
25 0.0857039
30 0.109493
35 0.141608
40 0.171107
45 0.198837
50 0.223933
55 0.24567
60 0.266277
65 0.278737
70 0.292289
75 0.302241
80 0.31307
85 0.319478
90 0.322494
95 0.327825
100 0.332088
105 0.335971
110 0.335899
115 0.337723
120 0.340076
125 0.339366
130 0.341893
135 0.341292
140 0.339557
145 0.341621
150 0.341677
155 0.340854
160 0.340722
165 0.339365
170 0.338621
175 0.336102
180 0.334211
185 0.333426
190 0.331855
195 0.32995
200 0.329229
205 0.329465
210 0.329405
215 0.329601
220 0.329369
225 0.329873
230 0.329177
235 0.329129
240 0.328621
245 0.328176
250 0.32776
255 0.327904
260 0.326985
265 0.325992
270 0.326283
275 0.325513
280 0.324426
285 0.324238
290 0.323721
295 0.322209
300 0.321589
305 0.320547
310 0.320954
315 0.320444
320 0.319399
325 0.318538
330 0.318233
335 0.317108
340 0.315771
345 0.315276
350 0.314297
355 0.314296
360 0.313554
365 0.313532
370 0.313693
375 0.312825
380 0.312324
385 0.311613
390 0.311504
395 0.310181
400 0.309577
405 0.308614
410 0.30796
415 0.307078
420 0.306979
425 0.307125
430 0.306518
435 0.306346
440 0.305735
445 0.305793
450 0.305142
455 0.304548
460 0.304363
465 0.303849
470 0.303147
475 0.302507
480 0.301493
485 0.300791
490 0.300444
495 0.299586
500 0.298977
505 0.298146
510 0.29774
515 0.297267
520 0.296517
525 0.296118
530 0.295856
535 0.295583
540 0.294879
545 0.29441
550 0.293954
555 0.293704
560 0.293774
565 0.2934
570 0.293063
575 0.292744
580 0.292021
585 0.29175
590 0.29188
595 0.29097
600 0.290736
605 0.290459
610 0.290255
615 0.290103
620 0.289456
625 0.288884
630 0.2883
635 0.287666
640 0.286972
645 0.28645
650 0.285641
655 0.284888
660 0.284306
665 0.283581
670 0.283272
675 0.282441
680 0.281458
685 0.28055
690 0.279565
695 0.278514
700 0.277698
705 0.276773
710 0.276035
715 0.275391
720 0.274498
725 0.273755
730 0.272713
735 0.271886
740 0.271109
745 0.270564
750 0.269947
755 0.268901
760 0.267902
765 0.267504
770 0.266536
775 0.265447
780 0.264692
785 0.263956
790 0.262872
795 0.262072
800 0.261208
805 0.260225
810 0.259512
815 0.2584
820 0.257339
825 0.25641
830 0.255524
835 0.254795
840 0.253621
845 0.252503
850 0.251423
855 0.250468
860 0.249553
865 0.248554
870 0.24754
875 0.246439
880 0.245617
885 0.24446
890 0.243303
895 0.24227
900 0.241213
905 0.240275
910 0.239032
915 0.237844
920 0.236577
925 0.235542
930 0.234222
935 0.23305
940 0.231791
945 0.23061
950 0.229479
955 0.228289
960 0.227033
965 0.225808
970 0.224505
975 0.223315
980 0.222083
985 0.220733
990 0.219424
995 0.217997
1000 0.216417
