10 3.54041 3.52354
15 2.77196 2.73616
20 2.25152 2.19405
25 1.87435 1.79013
30 1.58884 1.47625
35 1.36866 1.22627
40 1.19562 1.02419
45 1.05915 0.859302
50 0.950882 0.723975
55 0.863159 0.612509
60 0.790562 0.520481
65 0.732501 0.444375
70 0.682819 0.381344
75 0.642588 0.329059
80 0.610028 0.285605
85 0.582003 0.249399
90 0.55799 0.219136
95 0.537097 0.193744
100 0.5189 0.17234
105 0.503208 0.154204
110 0.490011 0.13875
115 0.477304 0.1255
120 0.466384 0.114069
125 0.457406 0.104144
130 0.447909 0.0954735
135 0.440401 0.0878527
140 0.432595 0.0811163
145 0.425901 0.0751299
150 0.420715 0.0697834
155 0.416016 0.0649865
160 0.411462 0.0606646
165 0.406671 0.0567557
170 0.402873 0.0532078
175 0.398805 0.0499771
180 0.395761 0.0470263
185 0.392801 0.0443238
190 0.389467 0.0418422
195 0.386788 0.0395581
200 0.384065 0.0374508
205 0.381408 0.0355027
210 0.378719 0.0336981
215 0.376616 0.0320232
220 0.374422 0.030466
225 0.372456 0.0290157
230 0.370324 0.0276628
235 0.368209 0.0263988
240 0.366332 0.0252162
245 0.364521 0.0241081
250 0.362757 0.0230684
255 0.361275 0.0220918
260 0.359858 0.0211732
265 0.358282 0.0203081
270 0.3571 0.0194926
275 0.355705 0.0187229
280 0.354398 0.0179957
285 0.353176 0.017308
290 0.352057 0.016657
295 0.35094 0.0160401
300 0.349745 0.0154551
305 0.348609 0.0148998
310 0.347574 0.0143723
315 0.346574 0.0138707
320 0.345664 0.0133935
325 0.344671 0.012939
330 0.343453 0.0125059
335 0.342527 0.0120929
340 0.341501 0.0116988
345 0.340646 0.0113224
350 0.339862 0.0109628
355 0.339201 0.0106189
360 0.338188 0.0102899
365 0.337401 0.00997494
370 0.336483 0.00967325
375 0.33569 0.0093841
380 0.334913 0.00910683
385 0.33428 0.0088408
390 0.333661 0.00858542
395 0.332852 0.00834015
400 0.332338 0.00810447
405 0.331614 0.0078779
410 0.330757 0.00765998
415 0.330007 0.00745028
420 0.329198 0.00724841
425 0.328549 0.00705398
430 0.327772 0.00686665
435 0.32701 0.00668609
440 0.326317 0.00651197
445 0.325711 0.006344
450 0.324868 0.00618191
455 0.324191 0.00602542
460 0.323609 0.00587429
465 0.322854 0.00572828
470 0.322259 0.00558716
475 0.321412 0.00545074
480 0.320651 0.0053188
485 0.319936 0.00519116
490 0.319265 0.00506764
495 0.318555 0.00494807
500 0.317942 0.00483228
505 0.317234 0.00472012
510 0.316631 0.00461145
515 0.316013 0.00450612
520 0.315371 0.00440401
525 0.314766 0.00430498
530 0.314047 0.00420893
535 0.313636 0.00411573
540 0.313062 0.00402527
545 0.312533 0.00393746
550 0.311948 0.00385219
555 0.311462 0.00376937
560 0.310942 0.00368891
565 0.310403 0.00361072
570 0.309902 0.00353473
575 0.309343 0.00346084
580 0.308819 0.003389
585 0.308238 0.00331912
590 0.3077 0.00325113
595 0.307048 0.00318498
600 0.30656 0.0031206
605 0.306009 0.00305792
610 0.305519 0.00299689
615 0.304998 0.00293746
620 0.304349 0.00287957
625 0.303719 0.00282318
630 0.303112 0.00276822
635 0.302476 0.00271466
640 0.301801 0.00266245
645 0.301224 0.00261154
650 0.300527 0.0025619
655 0.299888 0.00251348
660 0.29922 0.00246625
665 0.298495 0.00242018
670 0.297854 0.00237521
675 0.297176 0.00233132
680 0.296329 0.00228848
685 0.295547 0.00224666
690 0.29484 0.00220582
695 0.294086 0.00216594
700 0.29321 0.00212698
705 0.292432 0.00208892
710 0.291668 0.00205174
715 0.290941 0.0020154
720 0.290182 0.00197989
725 0.289427 0.00194518
730 0.28856 0.00191124
735 0.287713 0.00187806
740 0.286954 0.00184562
745 0.2861 0.00181388
750 0.285221 0.00178284
755 0.28432 0.00175248
760 0.28335 0.00172277
765 0.282458 0.00169369
770 0.281576 0.00166524
775 0.280643 0.0016374
780 0.279712 0.00161014
785 0.278801 0.00158345
790 0.277859 0.00155732
795 0.276952 0.00153173
800 0.276042 0.00150667
805 0.275058 0.00148213
810 0.274119 0.00145808
815 0.273124 0.00143453
820 0.272146 0.00141145
825 0.271136 0.00138884
830 0.27015 0.00136667
835 0.269126 0.00134495
840 0.268098 0.00132366
845 0.2671 0.00130279
850 0.266046 0.00128232
855 0.264972 0.00126226
860 0.263905 0.00124258
865 0.262825 0.00122328
870 0.261746 0.00120436
875 0.260623 0.00118579
880 0.259524 0.00116758
885 0.258412 0.00114971
890 0.257266 0.00113218
895 0.256116 0.00111498
900 0.254912 0.0010981
905 0.253719 0.00108153
910 0.252527 0.00106527
915 0.251308 0.00104931
920 0.250072 0.00103364
925 0.248874 0.00101825
930 0.24763 0.00100315
935 0.246377 0.000988314
940 0.24511 0.000973748
945 0.243791 0.000959443
950 0.242463 0.000945392
955 0.241146 0.000931591
960 0.239801 0.000918033
965 0.238456 0.000904714
970 0.237074 0.000891629
975 0.235655 0.000878771
980 0.234243 0.000866137
985 0.232781 0.000853721
990 0.231365 0.000841519
995 0.229932 0.000829527
1000 0.228486 0.000817739
