0.3 30 10000.0 9.041865337599548
0.3 30 20000.0 10.065794680113715
0.3 30 30000.0 10.515031542015643
0.3 30 40000.0 10.76072664560822
0.3 30 50000.0 10.934855849326434
0.3 30 60000.0 11.052712810351014
0.3 30 70000.0 11.135486089831058
0.3 30 80000.0 11.207801684438062
0.3 30 90000.0 11.261853286687414
0.3 30 100000.0 11.309834869947881
0.3 30 110000.0 11.342733526427342
0.3 30 120000.0 11.381879146998793
0.3 30 130000.0 11.40585596567302
0.3 30 140000.0 11.430531078142643
0.3 30 150000.0 11.451428050820624
0.3 30 160000.0 11.467602683442454
0.3 30 170000.0 11.485578259125855
0.3 30 180000.0 11.50342639263556
0.3 30 190000.0 11.514154248037974
0.3 30 200000.0 11.526677912517112
0.3 30 210000.0 11.53851370518711
0.3 30 300000.0 11.605687507777892
0.3 30 400000.0 11.650434486961231
0.3 30 500000.0 11.680012735050504
0.3 30 600000.0 11.699288286023803
